x,y
0.5,0.0
0.497482661,-0.0129413732
0.4945813136,-0.0257438652
0.4913020025,-0.0383948943
0.4876512098,-0.0508821227
0.4836358454,-0.0631934726
0.4792632363,-0.0753171414
0.4745411167,-0.0872416163
0.4694776162,-0.0989556893
0.4640812482,-0.1104484709
0.4583608975,-0.1217094039
0.452325808,-0.1327282763
0.4459855686,-0.1434952343
0.4393501005,-0.1540007941
0.4324296423,-0.1642358537
0.4252347356,-0.1741917042
0.4177762106,-0.1838600399
0.41006517,-0.1932329686
0.4021129737,-0.2023030208
0.393931223,-0.2110631586
0.385531744,-0.2195067841
0.376926571,-0.2276277464
0.3681279298,-0.2354203493
0.3591482204,-0.2428793569
0.35,-0.25
0.35,-0.25
0.3491481456572267,-0.24352952387243698
0.3482962913144534,-0.23705904774487396
0.34744443697168015,-0.23058857161731094
0.34659258262890685,-0.22411809548974793
0.34659258262890685,-0.22411809548974793
0.3440950720662911,-0.21808857161731093
0.3415975615036754,-0.21205904774487397
0.33910005094105966,-0.206029523872437
0.3366025403784439,-0.2
0.3366025403784439,-0.2
0.33262957481349664,-0.1948223304703363
0.32865660924854934,-0.18964466094067262
0.32468364368360203,-0.18446699141100892
0.3207106781186548,-0.17928932188134522
0.3207106781186548,-0.17928932188134522
0.3155330085889911,-0.17531635631639797
0.31035533905932744,-0.17134339075145066
0.30517766952966374,-0.1673704251865034
0.30000000000000004,-0.16339745962155613
0.30000000000000004,-0.16339745962155613
0.29397047612756305,-0.1608999490589404
0.28794095225512606,-0.15840243849632465
0.28191142838268907,-0.15590492793370891
0.2758819045102521,-0.15340741737109317
0.2758819045102521,-0.15340741737109317
0.26941142838268906,-0.15255556302831988
0.26294095225512604,-0.15170370868554658
0.256470476127563,-0.1508518543427733
0.25,-0.15
0.25,-0.15
0.24352952387243698,-0.15085185434277326
0.23705904774487396,-0.15170370868554656
0.23058857161731094,-0.15255556302831985
0.22411809548974793,-0.15340741737109315
0.22411809548974793,-0.15340741737109315
0.21808857161731093,-0.1559049279337089
0.21205904774487397,-0.15840243849632463
0.206029523872437,-0.16089994905894037
0.2,-0.1633974596215561
0.2,-0.1633974596215561
0.19482233047033634,-0.16737042518650339
0.18964466094067262,-0.17134339075145066
0.18446699141100892,-0.17531635631639797
0.17928932188134525,-0.17928932188134522
0.17928932188134525,-0.17928932188134522
0.17531635631639797,-0.18446699141100892
0.17134339075145072,-0.1896446609406726
0.16737042518650344,-0.19482233047033626
0.16339745962155616,-0.19999999999999996
0.16339745962155616,-0.19999999999999996
0.16089994905894042,-0.20602952387243695
0.15840243849632468,-0.21205904774487394
0.15590492793370891,-0.2180885716173109
0.15340741737109317,-0.2241180954897479
0.15340741737109317,-0.2241180954897479
0.15255556302831988,-0.23058857161731092
0.15170370868554658,-0.23705904774487396
0.1508518543427733,-0.24352952387243698
0.15,-0.25
0.15,-0.25
0.15085185434277326,-0.256470476127563
0.15170370868554656,-0.26294095225512604
0.15255556302831985,-0.269411428382689
0.15340741737109315,-0.275881904510252
0.15340741737109315,-0.275881904510252
0.1559049279337089,-0.281911428382689
0.15840243849632463,-0.287940952255126
0.16089994905894037,-0.293970476127563
0.1633974596215561,-0.3
0.1633974596215561,-0.3
0.16737042518650339,-0.30517766952966363
0.17134339075145066,-0.31035533905932733
0.17531635631639797,-0.315533008588991
0.17928932188134522,-0.3207106781186547
0.17928932188134522,-0.3207106781186547
0.18446699141100892,-0.32468364368360203
0.1896446609406726,-0.3286566092485493
0.19482233047033626,-0.33262957481349653
0.19999999999999996,-0.33660254037844384
0.19999999999999996,-0.33660254037844384
0.20602952387243692,-0.33910005094105955
0.21205904774487389,-0.3415975615036753
0.21808857161731088,-0.3440950720662911
0.22411809548974784,-0.3465925826289068
0.22411809548974784,-0.3465925826289068
0.2305885716173109,-0.34744443697168015
0.2370590477448739,-0.3482962913144534
0.24352952387243693,-0.3491481456572266
0.24999999999999997,-0.35
0.24999999999999997,-0.35
0.25647047612756296,-0.3491481456572267
0.262940952255126,-0.3482962913144534
0.269411428382689,-0.34744443697168015
0.275881904510252,-0.34659258262890685
0.275881904510252,-0.34659258262890685
0.281911428382689,-0.3440950720662911
0.28794095225512595,-0.3415975615036754
0.29397047612756294,-0.33910005094105966
0.29999999999999993,-0.3366025403784439
0.29999999999999993,-0.3366025403784439
0.30517766952966363,-0.33262957481349664
0.31035533905932733,-0.32865660924854934
0.315533008588991,-0.32468364368360203
0.3207106781186547,-0.3207106781186548
0.3207106781186547,-0.3207106781186548
0.32468364368360203,-0.3155330085889911
0.3286566092485493,-0.31035533905932744
0.33262957481349653,-0.30517766952966374
0.33660254037844384,-0.30000000000000004
0.33660254037844384,-0.30000000000000004
0.33910005094105955,-0.2939704761275631
0.3415975615036753,-0.2879409522551261
0.3440950720662911,-0.2819114283826891
0.3465925826289068,-0.2758819045102522
0.3465925826289068,-0.2758819045102522
0.34744443697168015,-0.26941142838268917
0.3482962913144534,-0.2629409522551261
0.3491481456572266,-0.256470476127563
0.35,-0.25
